"lake","date","year","doy","PML","PML.g440","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","cumulative.load","daily.load"
"R",2018-06-29,2018,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60186115243124,0,0
"R",2018-06-30,2018,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75826255412837,0,0
"R",2018-07-01,2018,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3577390162872,0,0
"R",2018-07-03,2018,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26572819853148,0,0
"R",2018-07-04,2018,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18945218200864,0,0
"R",2018-07-05,2018,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28077598680442,0,0
"R",2018-07-06,2018,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44601696485819,0,0
"R",2018-07-07,2018,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04008853959471,0,0
"R",2018-07-08,2018,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6521631063698,0,0
"R",2018-07-10,2018,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1285998629645,0,0
"R",2018-07-11,2018,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29586273352139,0,0
"R",2018-07-12,2018,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55456609627345,0,0
"R",2018-07-13,2018,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81573206618598,0,0
"R",2018-07-14,2018,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52988814272099,0,0
"R",2018-07-15,2018,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26086778966214,0,0
"R",2018-07-17,2018,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71392270173621,0,0
"R",2018-07-18,2018,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51931193060784,0,0
"R",2018-07-19,2018,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53272665908722,0,0
"R",2018-07-20,2018,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12634459566259,0,0
"R",2018-07-21,2018,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85119357171015,0,0
"R",2018-07-22,2018,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86869104363977,0,0
"R",2018-07-24,2018,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16146915042502,0,0
"R",2018-07-25,2018,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04352322852904,0,0
"R",2018-07-26,2018,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17852590769729,0,0
"R",2018-07-27,2018,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50235874929851,0,0
"R",2018-07-28,2018,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18784496922264,0,0
"R",2018-07-29,2018,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6763484633171,0,0
"R",2018-07-31,2018,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61872349334874,0,0
"R",2018-08-01,2018,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16036745774797,0,0
"R",2018-08-02,2018,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93544065877871,0,0
"R",2018-08-03,2018,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88372590840893,0,0
"R",2018-08-04,2018,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34285960942879,0,0
"R",2018-08-05,2018,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91170893999254,0,0
"R",2018-08-07,2018,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55657506527278,0,0
"R",2018-08-08,2018,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71139528912415,0,0
"R",2018-08-09,2018,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67160474184715,0,0
"R",2018-08-10,2018,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10539951129485,0,0
"R",2018-08-11,2018,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93288739915908,0,0
"R",2018-08-12,2018,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37270907560476,0,0
"R",2018-08-14,2018,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90735405123215,0,0
"R",2018-08-15,2018,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8341238909341,0,0
"R",2018-08-16,2018,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57063784826807,0,0
"R",2018-08-17,2018,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73523077180593,0,0
"R",2018-08-18,2018,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07370964546676,0,0
"R",2018-08-19,2018,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20500549039053,0,0
"R",2018-08-21,2018,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2018-08-22,2018,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2019-05-11,2019,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2019-05-12,2019,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2019-05-13,2019,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92205303376297,0,0
"R",2019-05-15,2019,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23255900174144,0,0
"R",2019-05-16,2019,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2052128507953,0,0
"R",2019-05-17,2019,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35417379363762,0,0
"R",2019-05-18,2019,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68582141043972,0,0
"R",2019-05-19,2019,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65027819863378,0,0
"R",2019-05-21,2019,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1323023350072,0,0
"R",2019-05-22,2019,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50415502073719,0,0
"R",2019-05-23,2019,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54599875422011,0,0
"R",2019-05-24,2019,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23350022750435,0,0
"R",2019-05-25,2019,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47997982977428,0,0
"R",2019-05-26,2019,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00739986442858,0,0
"R",2019-05-28,2019,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56846657170602,0,0
"R",2019-05-29,2019,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40865996876398,0,0
"R",2019-05-30,2019,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83543517450896,0,0
"R",2019-05-31,2019,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86269887474873,0,0
"R",2019-06-01,2019,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88722795989389,0,0
"R",2019-06-02,2019,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08957573511097,0,0
"R",2019-06-04,2019,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98857361980737,0,0
"R",2019-06-05,2019,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55210349870354,0,0
"R",2019-06-06,2019,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78998413615418,0,0
"R",2019-06-07,2019,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17758151458888,0,0
"R",2019-06-08,2019,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05067613570061,0,0
"R",2019-06-09,2019,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48877457178711,0,0
"R",2019-06-11,2019,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25253259889149,1,0.5
"R",2019-06-12,2019,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90444285059256,1.5,0.5
"R",2019-06-13,2019,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07148458948674,2,0.5
"R",2019-06-14,2019,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91839076175354,2.5,0.5
"R",2019-06-15,2019,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26262246084949,3,0.5
"R",2019-06-16,2019,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25785049651608,3.5,0.5
"R",2019-06-18,2019,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97924616747886,5.5,1
"R",2019-06-19,2019,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39110814494318,6.5,1
"R",2019-06-20,2019,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39156840825226,7.5,1
"R",2019-06-21,2019,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69464346308504,8.5,1
"R",2019-06-22,2019,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64364074383468,9.5,1
"R",2019-06-23,2019,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76589461517337,10.5,1
"R",2019-06-25,2019,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43076354249526,13.5,1.5
"R",2019-06-27,2019,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06184464126546,16.5,1.5
"R",2019-06-28,2019,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43389310418901,18,1.5
"R",2019-06-29,2019,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43178382675252,19.5,1.5
"R",2019-06-30,2019,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72269740239568,21,1.5
"R",2019-07-02,2019,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06035374412675,25,2
"R",2019-07-03,2019,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9821733404913,27,2
"R",2019-07-04,2019,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28730966298334,29,2
"R",2019-07-05,2019,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71818331269006,31,2
"R",2019-07-06,2019,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70094772284665,33,2
"R",2019-07-07,2019,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97461535907402,35,2
"R",2019-07-09,2019,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10440651268525,40,2.5
"R",2019-07-10,2019,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50889593635348,42.5,2.5
"R",2019-07-11,2019,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35924790429141,45,2.5
"R",2019-07-12,2019,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72402357105796,47.5,2.5
"R",2019-07-13,2019,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39510361199012,50,2.5
"R",2019-07-14,2019,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36679553613632,52.5,2.5
"R",2019-07-16,2019,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45101197533322,58.5,3
"R",2019-07-17,2019,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65183780469447,61.5,3
"R",2019-07-18,2019,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9880682201242,64.5,3
"R",2019-07-19,2019,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1678794689334,67.5,3
"R",2019-07-20,2019,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1109470832484,70.5,3
"R",2019-07-21,2019,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.975099194931,73.5,3
"R",2019-07-23,2019,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5132754816183,80.5,3.5
"R",2019-07-24,2019,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9405348690928,84,3.5
"R",2019-07-25,2019,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8441014647598,87.5,3.5
"R",2019-07-26,2019,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2382431518423,91,3.5
"R",2019-07-27,2019,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3976064525353,94.5,3.5
"R",2019-07-28,2019,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0337786230195,98,3.5
"R",2019-07-30,2019,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7833524281613,106,4
"R",2019-07-31,2019,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2608003773949,110,4
"R",2019-08-01,2019,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1920744943595,114,4
"R",2019-08-02,2019,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6764930934297,118,4
"R",2019-08-03,2019,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7722356704583,122,4
"R",2019-08-04,2019,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8099775677675,126,4
"R",2019-08-06,2019,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9656305866739,135,4.5
"R",2019-08-07,2019,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4537491179584,139.5,4.5
"R",2019-08-08,2019,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2087020534775,144,4.5
"R",2019-08-09,2019,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9505729831889,148.5,4.5
"R",2019-08-10,2019,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4484481813939,153,4.5
"R",2019-08-11,2019,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7878090231988,157.5,4.5
"R",2019-08-13,2019,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2101288444604,167.5,5
"R",2019-08-14,2019,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73124835743773,172.5,5
"R",2019-08-15,2019,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40499769675455,177.5,5
"R",2019-08-16,2019,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27304551784498,182.5,5
"R",2019-08-17,2019,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92880346917666,187.5,5
"R",2019-08-18,2019,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85139956282768,192.5,5
"R",2019-08-20,2019,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50636405581277,202.5,5
"R",2019-08-21,2019,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43820480521333,207.5,5
"R",2019-08-22,2019,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31533255357686,212.5,5
"R",2019-08-23,2019,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36308525434965,217.5,5
"R",2019-08-24,2019,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.979874897349,222.5,5
"R",2019-08-25,2019,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20543593862134,227.5,5
"R",2019-08-27,2019,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7632902876261,227.5,0
"R",2019-08-28,2019,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9704853475863,227.5,0
"R",2019-08-29,2019,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5621792730045,227.5,0
"R",2019-08-30,2019,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9134569423468,227.5,0
"R",2019-08-31,2019,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9044457239957,227.5,0
"R",2019-09-01,2019,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2335925089742,227.5,0
"R",2019-09-03,2019,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4290797415661,227.5,0
"R",2019-09-04,2019,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0838070590682,227.5,0
"R",2019-09-05,2019,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1805595707817,227.5,0
"T",2013-05-17,2013,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-18,2013,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-19,2013,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-20,2013,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-21,2013,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-24,2013,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.927863586,0,0
"T",2013-05-25,2013,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-26,2013,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-27,2013,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.403399118,0,0
"T",2013-05-28,2013,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.726156222,0,0
"T",2013-05-30,2013,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.087651064,0,0
"T",2013-05-31,2013,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.403805179,0,0
"T",2013-06-01,2013,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.207030816,0,0
"T",2013-06-02,2013,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.472903399,0,0
"T",2013-06-03,2013,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.984399498,0.5,0.5
"T",2013-06-04,2013,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.770680925,1,0.5
"T",2013-06-06,2013,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34161953,2,0.5
"T",2013-06-07,2013,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6694937,2.5,0.5
"T",2013-06-08,2013,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.180829153,3,0.5
"T",2013-06-09,2013,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.184620935,3.5,0.5
"T",2013-06-10,2013,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.680317946,4.3125,0.8125
"T",2013-06-11,2013,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.337046851,5.125,0.8125
"T",2013-06-13,2013,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.901336728,6.75,0.8125
"T",2013-06-14,2013,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.134761072,7.5625,0.8125
"T",2013-06-15,2013,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.891098702,8.375,0.8125
"T",2013-06-16,2013,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.356572464,9.1875,0.8125
"T",2013-06-17,2013,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.625329315,10.3125,1.125
"T",2013-06-18,2013,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.685599557,11.4375,1.125
"T",2013-06-20,2013,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.274482462,13.6875,1.125
"T",2013-06-21,2013,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.795159051,14.8125,1.125
"T",2013-06-22,2013,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.978141216,15.9375,1.125
"T",2013-06-23,2013,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915626474,17.0625,1.125
"T",2013-06-24,2013,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.72694493,18.5,1.4375
"T",2013-06-25,2013,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.552013741,19.9375,1.4375
"T",2013-06-27,2013,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.600751896,22.8125,1.4375
"T",2013-06-28,2013,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69209935,24.25,1.4375
"T",2013-06-29,2013,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.050020509,25.6875,1.4375
"T",2013-06-30,2013,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.809755566,27.125,1.4375
"T",2013-07-01,2013,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01663354,28.875,1.75
"T",2013-07-02,2013,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.582244795,30.625,1.75
"T",2013-07-04,2013,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.332282301,34.125,1.75
"T",2013-07-05,2013,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.780689146,35.875,1.75
"T",2013-07-06,2013,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.123159826,37.625,1.75
"T",2013-07-07,2013,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82481169,39.375,1.75
"T",2013-07-08,2013,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.791539624,41.4375,2.0625
"T",2013-07-09,2013,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.047423497,43.5,2.0625
"T",2013-07-11,2013,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31806843,47.625,2.0625
"T",2013-07-12,2013,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.978650473,49.6875,2.0625
"T",2013-07-13,2013,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.718507404,51.75,2.0625
"T",2013-07-14,2013,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75624896,53.8125,2.0625
"T",2013-07-15,2013,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.664970663,56.1875,2.375
"T",2013-07-16,2013,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.493137938,58.5625,2.375
"T",2013-07-18,2013,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.591494443,63.3125,2.375
"T",2013-07-19,2013,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49669211,65.6875,2.375
"T",2013-07-20,2013,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.168243432,68.0625,2.375
"T",2013-07-21,2013,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.72125726,70.4375,2.375
"T",2013-07-22,2013,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.457046859,73.125,2.6875
"T",2013-07-23,2013,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33627267,75.8125,2.6875
"T",2013-07-25,2013,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.20557112,81.1875,2.6875
"T",2013-07-26,2013,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50873736,83.875,2.6875
"T",2013-07-27,2013,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06214944,86.5625,2.6875
"T",2013-07-28,2013,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.24220159,89.25,2.6875
"T",2013-07-29,2013,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4884833,92.25,3
"T",2013-07-30,2013,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.26366884,95.25,3
"T",2013-08-01,2013,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.79006042,101.25,3
"T",2013-08-02,2013,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.24396697,104.25,3
"T",2013-08-03,2013,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.30383505,107.25,3
"T",2013-08-04,2013,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.53508796,110.25,3
"T",2013-08-05,2013,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.81032509,113.5625,3.3125
"T",2013-08-06,2013,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.52274657,116.875,3.3125
"T",2013-08-08,2013,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.85582256,123.5,3.3125
"T",2013-08-09,2013,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2959341,126.8125,3.3125
"T",2013-08-10,2013,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.50413736,130.125,3.3125
"T",2013-08-11,2013,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.40041447,133.4375,3.3125
"T",2013-08-12,2013,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38926113,137.0625,3.625
"T",2013-08-13,2013,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05646957,140.6875,3.625
"T",2013-08-15,2013,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.57467966,147.9375,3.625
"T",2013-08-16,2013,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.56323906,151.5625,3.625
"T",2013-08-17,2013,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.27510944,155.1875,3.625
"T",2013-08-18,2013,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.19806344,158.8125,3.625
"T",2013-08-19,2013,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.83343219,162.75,3.9375
"T",2013-08-20,2013,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25074622,166.6875,3.9375
"T",2013-08-22,2013,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68108324,174.5625,3.9375
"T",2013-08-23,2013,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31735951,178.5,3.9375
"T",2013-08-24,2013,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26944128,182.4375,3.9375
"T",2013-08-25,2013,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.93582199,186.375,3.9375
"T",2013-08-26,2013,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.53157953,190.625,4.25
"T",2013-08-27,2013,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12805771,194.875,4.25
"T",2013-08-29,2013,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.80812352,203.375,4.25
"T",2013-08-30,2013,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60168954,207.625,4.25
"T",2013-08-31,2013,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41291651,211.875,4.25
